title,description,source,date
"Premier Scott Moe, canola industry leaders to meet with PM Mark Carney Tuesday",Prime Minister Mark Carney is set to meet with Saskatchewan Premier Scott Moe and canola industry leaders in Ottawa on Tuesday afternoon.,cbc.ca,2025-09-16T17:24:27.000000Z
"Carney and Poilievre exchange pleasantries, then resume an epic debate",Pierre Poilievre was back in his happy place. Mark Carney was back in the prime minister's seat. Between them lay 396 centimetres of green carpet and the future...,cbc.ca,2025-09-15T23:41:13.000000Z
"Carney, Poilievre come face-to-face for the first time in Parliament as new sitting starts",Prime Minister Mark Carney squared off with his Conservative counterpart for the first time in Parliament Monday as MPs returned for a new sitting with the deba...,cbc.ca,2025-09-15T21:29:55.000000Z
"Carney announces launch of new housing agency, earmarks funding for new projects","Prime Minister Mark Carney announced on Sunday the launch of Build Canada Homes, the federal government’s new agency that will oversee federal housing program...",cbc.ca,2025-09-14T19:59:28.000000Z
Prime Minister Mark Carney makes a housing announcement,"Prime Minister Mark Carney is expected to announce the launch of Build Canada Homes, which will oversee federal housing programs.",cbc.ca,2025-09-14T19:00:00.000000Z
"Carney, Poilievre square off for first question period as House of Commons returns",,cbc.ca,2025-09-14T09:01:00.000000Z
"Carney wants to fast-track LNG expansion in B.C., but can Canadian natural gas compete globally?","Canada's move to double down on liquified natural gas on the West Coast not only puts B.C. and Canada’s climate goals into jeopardy, but according to energy a...",cbc.ca,2025-09-13T09:00:00.000000Z
Carney says there's been a 'rupture.' What's he going to do about it this fall?,"Even while Mark Carney has been accused of lowering his elbows in regards to American tariffs, he continues to frame the larger challenge facing this country in...",cbc.ca,2025-09-13T09:00:00.000000Z
Carney picked 2 'nation-building' resource projects to fast-track in B.C. What are they?,"Both of the B.C. projects, LNG Canada Phase 2 and the Red Chris copper and gold mine, will include expanding existing facilities.",cbc.ca,2025-09-13T06:46:17.000000Z
More than 200 musicians demand Carney move away from fossil fuels,"'Canada is burning' reads the campaign's letter, signed by Sarah Harmer, Luna Li, Cris Derksen, the Weather Station and more.",cbc.ca,2025-09-12T14:10:11.000000Z
Carney touted Bay du Nord for its low-carbon oil. This researcher says there's no such thing,"Prime Minister Mark Carney's visit to St. John's this week came with excitement for Newfoundland and Labrador megaprojects like the Bay du Nord project, but thi...",cbc.ca,2025-09-12T09:30:00.000000Z
"Carney government introducing bill to protect people entering religious, cultural buildings",Prime Minister Mark Carney's government is expected to introduce legislation as early as Tuesday to crack down on people willfully intimidating and obstructing ...,cbc.ca,2025-09-12T09:00:00.000000Z
Carney wants to fast-track the Port of Montreal expansion. Here's what's at stake,The Port of Montreal's expansion is among five high-priority infrastructure projects Prime Minister Mark Carney has targeted to fast-track via the newly creat...,cbc.ca,2025-09-12T09:00:00.000000Z
Sask. copper mine one of 5 projects Carney recommending for approval,Mark Carney has unveiled his top five major projects that he says will reshape Canada. A mine in northern Saskatchewan is one of them.,cbc.ca,2025-09-12T09:00:00.000000Z
Premiers express optimism over Carney’s nation-building projects,"Prime Minister Mark Carney has announced his first batch of major projects, after spending the summer reviewing pitches from Canada’s premiers. Nova Scotia Pr...",cbc.ca,2025-09-11T23:43:57.000000Z
Northern premiers throw support behind feds' major projects list,Prime Minister Mark Carney unveiled a list of five “nation-building” projects Thursday morning that he says his government is prioritizing. While no norther...,cbc.ca,2025-09-11T21:49:53.000000Z
"Federal government will work out more pharmacare deals, Carney says","Prime Minister Mark Carney says his government is committed to signing pharmacare deals with all provinces and territories, ending months of speculation about t...",cbc.ca,2025-09-11T20:16:14.000000Z
Carney appoints 11 members to Major Project Office's Indigenous Advisory Council,"Prime Minister Mark Carney announced the 11 members of the Indigenous Advisory Council, to advise the Major Projects Office, on Wednesday.",cbc.ca,2025-09-11T17:59:01.000000Z
"Carney recommending 5 'nation-building projects' for approval, including LNG expansion: sources",Prime Minister Mark Carney is set to unveil several “nation-building” projects Thursday morning that his government has identified as part of a promise to b...,cbc.ca,2025-09-10T23:43:55.000000Z
POV: Running a race with Mark Carney,Agnes Jung tells CBC’s The National about The Moment she was surprised to see Prime Minister Mark Carney running the Haliburton Forest Trail Race in Ontario.,cbc.ca,2025-09-10T20:50:41.000000Z
"Carney says diversifying trade relationships with Europe, Asia among key fall objectives","Prime Minister Mark Carney says the federal government will launch a new trade diversification strategy this fall to ""strengthen existing relationships and open...",cbc.ca,2025-09-10T19:18:31.000000Z
Carney addresses caucus ahead of Parliament’s return,"Prime Minister Mark Carney is meeting with Liberal MPs in Edmonton, setting the table for the return of Parliament next week.",cbc.ca,2025-09-10T16:00:00.000000Z
Alberta premier expected to meet Prime Minister Mark Carney in Alberta's capital,Alberta Premier Danielle Smith is expected to reiterate her policy demands face-to-face with Prime Minister Mark Carney Wednesday while he's in Edmonton to meet...,cbc.ca,2025-09-10T14:41:12.000000Z
Politics! Carney government ramps up,"With economic worries mounting for Canadians, the pressure is on for Prime Minister Mark Carney to deliver on relief. With Parliament set to return next week, c...",cbc.ca,2025-09-10T13:00:00.000000Z
No oil pipeline on the list of projects of national interest,"As the Carney government prepares to announce the first projects of national interest it has selected, Radio-Canada has learned that no oil pipeline is on the c...",cbc.ca,2025-09-10T12:57:11.000000Z
"Israel's strike in Qatar an 'intolerable expansion of violence,' Carney says",Prime Minister Mark Carney condemned Israel’s strike on the headquarters of Hamas political leaders in Qatar on Tuesday.,cbc.ca,2025-09-09T20:51:42.000000Z
'Positive energy' is back after PM Mark Carney talks megaprojects in N.L.,Prime Minister Mark Carney’s visit to St. John’s was about more than tariffs. He also discussed two energy megaprojects in a private meeting with Premier Jo...,cbc.ca,2025-09-09T14:56:37.000000Z
"Carney and Smith want a new pipeline. So far, no company has stepped up to build it","For all the talk of whether Canada needs a new oil pipeline, there’s one thing missing: a company wanting to build it.",cbc.ca,2025-09-09T09:00:00.000000Z
Liberals huddle in Edmonton with Parliament set to return next week,Prime Minister Mark Carney and his Liberal caucus are meeting in Edmonton this week to map out their plans for the fall sitting before Parliament returns.,cbc.ca,2025-09-09T09:00:00.000000Z
#TheMoment Mark Carney surprised a volunteer at an Ontario race,Agnes Jung tells The National about the moment she ran alongside Prime Minister Mark Carney when he appeared at the Haliburton Forest Trail Race in Ontario.,cbc.ca,2025-09-09T03:11:31.000000Z
"Carney eager to see Churchill Falls, Bay du Nord developed, Hogan says",Newfoundland and Labrador Premier John Hogan says Prime Minister Mark Carney is well aware of the potential of two energy megaprojects being undertaken in the p...,cbc.ca,2025-09-08T23:23:57.000000Z
Carney government noncommittal about Canada meeting 2030 climate goals,"Prime Minister Mark Carney would not say Monday whether Canada will meet its climate goals under the Paris agreement by 2030, as his government faces criticism ...",cbc.ca,2025-09-08T20:52:24.000000Z
Carney announces $80M tariff relief fund for Atlantic Canada businesses,Prime Minister Mark Carney announced an $80-million tariff relief fund on Monday geared to support small- and medium-sized business in Atlantic Canada. The...,cbc.ca,2025-09-08T19:43:56.000000Z
Carney makes announcement in Newfoundland,"Prime Minister Mark Carney is making an announcement Monday, alongside Newfoundland and Labrador Premier John Hogan, about regional tariff relief in Atlantic Ca...",cbc.ca,2025-09-08T16:45:00.000000Z
Carney to make tariff relief announcement in St. John's,Prime Minister Mark Carney is in St. John's on Monday to make an announcement regarding regional tariff relief for Atlantic Canada.,cbc.ca,2025-09-08T13:17:04.000000Z
"Carney's $370M canola incentives are missing the mark, says industry group president",The president of the Canola Council of Canada says new supports announced this week by Prime Minister Mark Carney are missing the mark on what the industry need...,cbc.ca,2025-09-07T18:03:10.000000Z
Carney pledges $370M in incentives for canola sector in wake of Chinese tariff,"The federal government said Friday that a new biofuel production incentive is meant to address ""immediate competitiveness challenges"" after China hit Canadian c...",cbc.ca,2025-09-05T22:13:26.000000Z
"Carney unveils billions in funding, Buy Canada policy to combat Trump's tariffs",Prime Minister Mark Carney rolled out a series of measures on Friday that he says will transform Canada’s economy into a force that can withstand the trade sh...,cbc.ca,2025-09-05T16:14:43.000000Z
"Carney to pause EV mandate, trigger a review: sources","Prime Minister Mark Carney is delaying a plan to force automakers to hit minimum sales levels for electric vehicles next year, according to sources knowledgeab...",cbc.ca,2025-09-05T15:12:41.000000Z
Liberal MPs form environmental caucus as some want stronger climate focus from Carney,"As Liberal MPs prepare for a national caucus meeting in Edmonton next week, some are aiming to bring climate change to the forefront of the political agenda by ...",cbc.ca,2025-09-05T09:00:00.000000Z
Carney doesn't expect immediate tariff relief after 'good conversation' with Trump,"Prime Minister Mark Carney says he spoke to U.S. President Donald Trump on Monday, but suggested it's unlikely American tariffs, which are still causing economi...",cbc.ca,2025-09-03T16:53:26.000000Z
Carney meets with cabinet amid an unresolved trade war and looming budget,"With Donald Trump’s trade war unresolved, the prime minister is sitting down with his cabinet to chart out the government’s fall plan as Mark Carney prepare...",cbc.ca,2025-09-03T09:00:00.000000Z
"70 leading Canadians, civil society groups ask Carney to protect Canada's 'digital sovereignty'","Dozens of experts, academics and organizations have released an open letter urging Prime Minister Mark Carney to swiftly",cbc.ca,2025-09-02T20:19:13.000000Z
Carney appoints interim budget watchdog as current officer's term ends,Prime Minister Mark Carney has appointed Jason Jacques to a six-month term as the interim parliamentary budget officer.,cbc.ca,2025-09-02T20:00:55.000000Z
"Green banking alliance Carney helped create pauses activities, holds vote on its future",An international green banking alliance that Prime Minister Mark Carney helped establish is now suspending its activities and holding a vote to determine its fu...,cbc.ca,2025-08-28T17:43:29.000000Z
Prime minister backs plans to redevelop northern Manitoba's Port of Churchill,"A list of upcoming federal government projects could include new port infrastructure in Churchill, Man., Prime Minister Mark Carney said Tuesday.",cbc.ca,2025-08-27T00:01:08.000000Z
Carney extends Canadian military mission in Latvia to 2029,"Prime Minister Mark Carney has announced that Canada will keep troops in Latvia through to 2029, as part of a mission to deter Russian aggression in Europe that...",cbc.ca,2025-08-26T20:50:50.000000Z
Carney's Germany visit includes shipyard tour as Canada shops for new fleet of subs,Prime Minister Mark Carney will meet German Chancellor Friedrich Merz Tuesday and is slated to participate in a business roundtable with the goal of diversifyin...,cbc.ca,2025-08-26T09:00:00.000000Z
Ottawa says Israel is 'failing' in its obligation to prevent famine in Gaza,"The Carney government is endorsing a UN-backed finding that famine is occurring in Gaza, and is urging Israel to stop ramping up its campaign in the Palestinian...",cbc.ca,2025-08-25T17:48:47.000000Z
Ottawa business owners optimistic as Canada drops most retaliatory tariffs,Business owners in the nation's capital are reacting with guarded optimism after Prime Minister Mark Carney announced he plans to drop most of Canada's retaliat...,cbc.ca,2025-08-24T18:32:00.000000Z
"Carney's trip to Europe aims to encourage trade, defence and energy co-operation",Economic and security ties are front and centre as Prime Minister Mark Carney meets allies over the next few days in eastern and central Europe.,cbc.ca,2025-08-23T20:01:00.000000Z
"Carney to meet with Zelenskyy in Ukraine to discuss military aid, security guarantees",Prime Minister Mark Carney arrived in Kyiv on Sunday for his first official visit to the war-torn country where the prospects for peace appear as distant as eve...,cbc.ca,2025-08-23T20:01:00.000000Z
The Russia-Ukraine war: Where it stands and where it might be going,"Canadian Prime Minister Mark Carney is getting his first up-close look at the Russia-Ukraine war, with his visit to Kyiv coming at a watershed time in the confl...",cbc.ca,2025-08-23T20:01:00.000000Z
B.C. jobs minister surprised at Ottawa's move to drop retaliatory tariffs against U.S.,Prime Minister Mark Carney said Friday that removing some retaliatory tariffs is the best approach for Canada at this stage in the trade war. B.C.'s jobs minist...,cbc.ca,2025-08-22T21:51:07.000000Z
Carney says he will travel to Germany next week to deepen ties,Prime Minister Mark Carney will soon travel to Europe in a bid to deepen economic and security ties with Germany.,cbc.ca,2025-08-22T19:55:13.000000Z
What U.S. goods will no longer be subject to Canadian tariffs?,Prime Minister Mark Carney announced Friday Canada will be removing retaliatory tariffs on most U.S. goods starting next month. Here’s a list of U.S. goods th...,cbc.ca,2025-08-22T19:35:06.000000Z
Carney announces removal of retaliatory tariffs on CUSMA-compliant U.S. goods,,cbc.ca,2025-08-22T16:17:56.000000Z
Carney and Trump speak for the first time since blowing past trade deal deadline,Prime Minister Mark Carney spoke to his U.S. counterpart by phone Thursday — the first time the leaders have spoken since the two sides failed to reach a deal...,cbc.ca,2025-08-21T19:57:02.000000Z
"Manitoba Premier Kinew asks PM Carney for sentencing, parole overhaul - Winnipeg",Manitoba Premier Wab Kinew says the release of a man who killed two women,globalnews.ca,2025-11-25T22:38:45.000000Z
Carney says ‘who cares’ comment on Trump talks was ‘poor choice of words’ - National,Conservative Leader Pierre Poilievre hammered the prime minister over his comment during question period in the House of Commons Tuesday.,globalnews.ca,2025-11-25T21:50:11.000000Z
"It’s unacceptable B.C. has been cut out of pipeline talks, Premier Eby tells Mark Carney","For a project he says 'doesn't actually exist,' there was a lot British Columbia Premier David Eby had to say about a potential pipeline from Alberta to B.C.'s ...",globalnews.ca,2025-11-25T02:11:01.000000Z
"Carney, Modi agree to revive comprehensive trade deal talks - National",Canadian and Indian prime ministers Mark Carney and Narendra Modi have agreed to work towards a new comprehensive economic partnership agreement.,globalnews.ca,2025-11-23T21:17:16.000000Z
Carney says he’ll speak with Trump ‘when it’s appropriate’ - National,Prime Minister Mark Carney said he doesn't have a,globalnews.ca,2025-11-23T20:27:03.000000Z
Carney says Canada drops talk of ‘feminist foreign policy’ but upholds values - National,"Prime Minister Mark Carney says he wants Canada to uphold values on the world stage including combatting violence against women, but says it doesn't have a femi...",globalnews.ca,2025-11-23T17:47:07.000000Z
Carney says ‘constructive’ talks ongoing with Alberta about oil pipeline,Prime Minister Mark Carney on Sunday addressed speculation about whether an agreement is close for a new pipeline between Alberta and B.C.'s northern coast.,globalnews.ca,2025-11-23T16:11:14.000000Z
Carney says U.S. peace plan for Ukraine needs ‘more work’; expert calls it a ‘disaster’ - National,"Ukraine peace talks take centre stage at the G20 Summit in Johannesburg, with the United States, Russia and China notably absent from the summit.",globalnews.ca,2025-11-22T17:25:57.000000Z
PM Carney at G20 as countries move beyond U.S. - National,"Prime Minister Mark Carney is in Johannesburg for the G20 summit, where South African officials say there will be a joint declaration despite a U.S. boycott.",globalnews.ca,2025-11-22T13:09:37.000000Z
Carney wraps up UAE visit with $70B investment pledge into Canada - National,"The announcements come as Carney concluded a visit to Abu Dhabi, which focused heavily on trade amid concerns about the war in Sudan.",globalnews.ca,2025-11-21T13:22:12.000000Z
"Sports gambling ads in Canada must be reined in, senators urge in letter - National","A letter signed by more than 40 senators urges Prime Minister Mark Carney to work towards banning sports betting ads in Canada, which highlights the health and ...",globalnews.ca,2025-11-20T21:40:00.000000Z
"Carney signs investment pact, launches trade talks during UAE visit - National","On Thursday, Carney announced the investment pact following a meeting with UAE President Sheikh Mohammed bin Zayed Al Nahyan, and both also launched talks for a...",globalnews.ca,2025-11-20T13:26:05.000000Z
Carney visits UAE amid pressure to push for end to Sudan civil war support - National,Carney's visit is aimed at attracting investment from Emirati sovereign wealth funds and the private sector to help diversify Canada's economy in response to U....,globalnews.ca,2025-11-19T23:21:34.000000Z
Premiers hint at ‘significant’ tariff relief to come after Carney meeting - National,"New Brunswick Premier Susan Holt said premiers had a ""productive"" meeting with Carney that focused on the federal budget and progress on tariff talks with the U...",globalnews.ca,2025-11-17T22:06:03.000000Z
Carney faces crucial confidence vote as MPs set to vote on budget - National,"Prime Minister Mark Carney faces a crucial confidence vote on his budget on Monday, but it's not known yet if Canada will be heading to another election or not.",globalnews.ca,2025-11-17T09:00:23.000000Z
Prime Minister Mark Carney faces mixed reaction during Grey Cup coin toss,"Prime Minister Mark Carney kicked off the 112th Grey Cup in Winnipeg with the coin toss, drawing mixed reactions from fans amid pre-game performances and tailga...",globalnews.ca,2025-11-17T01:12:38.000000Z
Canadian oil and gas producers applaud Ottawa’s latest major projects list,"CAPP president Lisa Baiton said the new list moves Canada toward becoming a ""global energy superpower,"" something Prime Minister Mark Carney has said repeatedly...",globalnews.ca,2025-11-14T19:35:31.000000Z
Mark Carney attends launch of new branch of Montreal-area light rail network,Prime Minister Mark Carney is among the dignitaries attending the launch of the northwest expansion of a light rail project in the Montreal area.,globalnews.ca,2025-11-14T17:01:49.000000Z
Carney has ‘limited room to cut taxes’ as debt-to-GDP ratio to grow: PBO - National,"The federal debt-to-GDP ratio in Budget 2025 is projected to be higher compared with the 2024 fall economic statement, 'and is no longer projected to be on a de...",globalnews.ca,2025-11-14T15:34:15.000000Z
"Major projects list has some Indigenous support, but more needed: Carney","Prime Minister Mark Carney says his  list of major projects has received support from some Indigenous groups, but more will be needed.",globalnews.ca,2025-11-14T13:27:10.000000Z
2 B.C. major projects on Mark Carney’s list for possible fast-track approval,"Prime Minister Mark Carney announced in Terrace, B.C., on Thursday that two major projects in the province are being forwarded to the Major Projects Office for ...",globalnews.ca,2025-11-13T20:57:25.000000Z
Carney set to announce next list of major projects - National,Prime Minister Mark Carney announced the first five projects the government was submitting for fast-track consideration two months ago.,globalnews.ca,2025-11-13T13:22:15.000000Z
"Premiers say infrastructure, U.S. trade talks top Carney meeting priorities - National",The virtual meeting scheduled for next week will be the latest in a series of meetings between the premiers and Carney since he became prime minister earlier th...,globalnews.ca,2025-11-12T17:41:34.000000Z
"Carney meets with N.B. premier, province expects to be on nation-building projects list - New Brunswick",Prime Minister Mark Carney travelled to New Brunswick and met with Premier Susan Holt for the first time since taking office.,globalnews.ca,2025-11-10T21:16:43.000000Z
"U.S. trade policy is ‘radically different’ now, Carney says - National","Speaking to reporters in New Brunswick, Carney said the U.S. was trying to 'shut out' Canada’s forestry products, making it important for Canada to source loc...",globalnews.ca,2025-11-10T19:22:22.000000Z
"Poilievre blasts Carney over budget deficit, spending in free-market speech - National","Poilievre delivered his address to a business crowd at the Economic Club of Canada, a few blocks away from the Canadian Club Toronto — where Carney was promot...",globalnews.ca,2025-11-08T00:01:41.000000Z
Carney tells business crowd a new pipeline project is ‘going to happen’ - National,"Prime Minister Mark Carney signalled support for a new Alberta pipeline, telling a Bay Street audience “it’s going to happen,” as talks with Premier Danie...",globalnews.ca,2025-11-07T23:56:16.000000Z
Carney says new pipeline project ‘going to happen’ while promoting budget,"During an armchair talk at the Canadian Club Toronto, Carney told the audience not to worry because his government is on top of ""the pipeline stuff.""",globalnews.ca,2025-11-07T23:45:32.000000Z
Carney government will face 2nd crucial confidence vote on budget - National,"This comes after the NDP, the Bloc Québécois and Green Party Leader Elizabeth May voted with the minority Liberals to defeat a Conservative sub-amendment on T...",globalnews.ca,2025-11-07T13:45:26.000000Z
"Carney government to face crucial confidence votes Thursday, Friday - National","The House of Commons is set to vote Thursday on a Conservative subamendment to the budget, followed by a Bloc Quebecois amendment vote on Friday.",globalnews.ca,2025-11-06T20:14:47.000000Z
Carney calls floor-crossing ex-Conservative MP ‘exceptionally valuable’,Prime Minister Mark Carney commented the day after a former Conservative MP resigned to join the Liberal Party and said the move was 'exceptionally valuable.',globalnews.ca,2025-11-05T14:48:52.000000Z
COMMENTARY: The 2025 Budget bets big on productivity but only time will tell if it works - National,"The Carney government is addressing the challenge in a meaningful way with measures that will cost $110 billion over five years, but will presumably pay off far...",globalnews.ca,2025-11-05T10:00:41.000000Z
Carney is cutting the luxury tax. What else is getting axed in Budget 2025? - National,Other measures include a 'super-reduction' to Canada's marginal effective tax rate and further automating traveller screening at the nation's airports.,globalnews.ca,2025-11-04T23:31:17.000000Z
Ford says trade negotiation ‘falls on’ federal government after commercial controversy,Doug Ford appears to be falling in line behind Mark Carney as the federal government asserts its authority over high-stakes trade talks with the Trump administr...,globalnews.ca,2025-11-04T19:29:10.000000Z
Ottawa urged to stop weapons flow to Sudan as Carney prepares UAE visit - National,"Human rights groups say they believe planes meant to carry humanitarian aid from the UAE to Sudan are regularly delivering weapons instead, including possibly C...",globalnews.ca,2025-11-03T23:34:21.000000Z
What will the Carney government’s 1st budget include? Here are some hints - National,"Finance Minister Francois-Philippe Champagne will present the budget on Tuesday, with experts projecting the government’s deficit skyrocketing this year.",globalnews.ca,2025-11-03T20:20:19.000000Z
Ford says Carney asked him to remove anti-tariff ad early ‘a couple of times’,Premier Doug Ford says Prime Minister Mark Carney asked him 'a couple of times' to pull his anti-tariff commercial after it led to a breakdown in U.S.-Canada tr...,globalnews.ca,2025-11-03T20:02:31.000000Z
How Carney’s 1st budget will be different from others - National,"Prime Minister Mark Carney is set to table his government's first budget this week, which is expected to be different from past budgets.",globalnews.ca,2025-11-03T18:37:45.000000Z
Spectre of 1995’s budget cuts has public sector unions on edge - National,Prime Minister Mark Carney pitched Canadians in the last federal election on restraining federal spending and reducing the government’s operating budget.,globalnews.ca,2025-11-03T09:00:45.000000Z
Carney advised to push back on Trump in April call if provoked: memo - National,Federal officials prepared the internal memo to guide Carney's conversation with Trump following the Liberal party's April 28 election victory.,globalnews.ca,2025-11-02T16:15:33.000000Z
Carney says China doesn’t share concerns about ‘foreign interference’ - National,Prime Minister Mark Carney said China does not grasp Canada's level of concern on,globalnews.ca,2025-11-01T17:40:43.000000Z
Carney says China doesn’t grasp Canada’s concern over issues of foreign interference - National,Prime Minister Mark Carney said China does not grasp Canada's level of concern on,globalnews.ca,2025-11-01T17:40:43.000000Z
"‘I did apologize to the President,’ Carney says on U.S. anti-tariff ad - National",Prime Minister Mark Carney confirmed he apologized to U.S. President Donald Trump after an Ontario anti-tariff ad aired in the U.S.,globalnews.ca,2025-11-01T15:56:33.000000Z
Trump says Carney ‘apologized’ for TV ad that scuttled U.S. trade talks - National,"Trump said 'no' when asked if the U.S. will resume trade negotiations, but praised Carney and said the two still have a 'good relationship.'",globalnews.ca,2025-10-31T18:22:21.000000Z
"As Carney set to meet with China’s Xi, here’s what to watch for - National","Prime Minister Mark Carney said his meeting with Chinese President Xi Jinping on Friday at a summit in South Korea will discuss ""a much broader set of issues th...",globalnews.ca,2025-10-30T23:04:07.000000Z
CBSA reports huge Chinese drug chemical seizure ahead of Carney-Xi meeting,"The seizure occurred in May at the Tsawwassen Container Examination Facility in B.C., but was reported by CBSA on Thursday — one day before Carney and Xi are ...",globalnews.ca,2025-10-30T19:49:43.000000Z
Carney is set to announce immigration plan. Where do levels stand now? - National,"Speaking to students at the University of Ottawa last week, Prime Minister Mark Carney said his government was also going to work on reducing immigration levels...",globalnews.ca,2025-10-30T19:09:42.000000Z
"Carney, Trump attend South Korean president’s dinner amid trade war - National",It marks the first time Prime Minister Mark Carney has been in the same room as Donald Trump since the U.S. president cut off trade talks with Canada last week.,globalnews.ca,2025-10-29T12:42:42.000000Z
"As Carney set for key China talks, Poilievre urges ‘results’ on tariffs - National",Conservative Leader Pierre Poilievre said Canadians expect Prime Minister Mark Carney to get some results from his upcoming meeting with Chinese President Xi Ji...,globalnews.ca,2025-10-28T17:32:38.000000Z
Carney’s Singapore visit eyes closer trade ties amid broader uncertainty - National,Prime Minister Mark Carney met with potential investment partners in Singapore as part of his first official visit to Asia and pitching Canada as a reliable tra...,globalnews.ca,2025-10-28T16:31:29.000000Z
Trump says he won’t meet Carney ‘for a while’ over anti-tariff ad - National,U.S. President Donald Trump and Prime Minister Mark Carney are both in Kuala Lumpur to attend the Association of Southeast Asian Nations (ASEAN) summit.,globalnews.ca,2025-10-27T13:42:32.000000Z
Carney to discuss ‘resetting of expectations’ with Chinese president - National,"Prime Minister Mark Carney says he plans to meet with Chinese President Xi Jinping later this week to discuss ""a broad range of issues.""",globalnews.ca,2025-10-27T13:05:32.000000Z
Carney claims feds have ‘sole responsibility’ for U.S. talks,"U.S. President Donald Trump has threatened a new tariff against Canada, as Prime Minister Mark Carney says his country ""respects trade agreements.""",globalnews.ca,2025-10-26T16:30:09.000000Z
Carney in Asia to promote Canada as reliable trade partner amid tensions with U.S. - National,Prime Minister Mark Carney is promoting Canada as a reliable trade partner at the ASEAN summit after U.S. President Donald Trump halted trade talks over an Onta...,globalnews.ca,2025-10-25T21:40:09.000000Z
Carney to pitch Canada as reliable partner in Asia - National,"Prime Minister Mark Carney is pitching Canada as a reliable partner for Southeast Asia, committed to rules-based trade as U.S. President Donald Trump rewrites g...",globalnews.ca,2025-10-25T12:13:00.000000Z
"Trump ‘afraid’ to make World Series bet, Carney jokes at Blue Jays practice","'He doesn’t like to lose,",globalnews.ca,2025-10-23T22:54:18.000000Z
Carney says Canadians must make ‘sacrifices.’ He isn’t yet saying on what - National,"During a joint press conference with Ontario Premier Doug Ford on Thursday, Prime Minister Mark Carney was asked what those sacrifices might be.",globalnews.ca,2025-10-23T15:39:12.000000Z
"Bail reform, tougher sentencing set to be tabled by minister - National",Prime Minister Mark Carney said last week the legislation would make bail more difficult to get for violent and organized crime offences.,globalnews.ca,2025-10-23T13:22:09.000000Z
Carney to address Canadians on economy as budget questions grow - National,Prime Minister Mark Carney's speech will come as a new report from Desjardins estimates the federal budget deficit could be the highest in 30 years.,globalnews.ca,2025-10-22T13:52:31.000000Z
Carney set to announce border security measures - National,"The Liberal government split its border security bill this month, hoping to pass some measures quickly and give more time for scrutiny of more controversial one...",globalnews.ca,2025-10-17T12:16:54.000000Z
Canadian PM Carney challenges Trump to bet on Dodgers vs Blue Jays World Series: 'He's afraid',"Canadian Prime Minister Mark Carney challenged President Donald Trump to a World Series bet, predicting Toronto Blue Jays will beat Los Angeles Dodgers in six g...",foxnews.com,2025-10-24T00:00:23.000000Z
"Canadian PM makes veiled dig at Trump during film festival, warns not to push 'too far'","Canadian Prime Minister Mark Carney implicitly criticized President Donald Trump at the Toronto International Film Festival, using references to comedian John C...",foxnews.com,2025-09-05T22:30:46.000000Z
"Canada plans to recognize Palestinian state in September, PM Carney says",Canadian Prime Minister Mark Carney said the country plans to recognize a Palestinian state in September during a meeting of the United Nations.,foxnews.com,2025-07-31T03:54:25.000000Z
Carney cuts short questions to Trump ahead of G7 summit,"President Donald Trump claims at G7 summit that Russia's removal from G8 was a mistake that led to war, discusses tariffs with Canada and potential Iran de-esca...",foxnews.com,2025-06-16T18:05:49.000000Z
"Senators go to Canada to meet PM Carney, smooth Trump tariff, 51st-state tensions","Bipartisan senators, led by Kevin Cramer and Jeanne Shaheen, visit Canada to ease U.S.-Canada tensions amid trade disputes and diplomatic challenges.",foxnews.com,2025-05-28T21:57:22.000000Z
Trump targets northern border security as Canada's 'open border' policies create new threats,"Canada's open-border policies pose risks to US security, with drug smuggling and criminal activities increasing along the northern border under PM Mark Carney.",foxnews.com,2025-05-16T09:00:08.000000Z
How Canada’s new prime minister plans to take down America and impose the Great Reset,"Canada's new Prime Minister Mark Carney led two G7 central banks, was a trustee of the World Economic Forum and wants ESG rules and digital currency to reset gl...",foxnews.com,2025-05-07T09:00:38.000000Z
"Trump teases 'very, very big announcement' ahead of Middle East trip, Carney says he's 'on edge of my seat'","President Donald Trump said his administration will soon make ""one of the most important announcements that have been made"" before his trip to the Middle East",foxnews.com,2025-05-06T16:35:01.000000Z
"With federal election looming, Liberal Canadian PM accused of plagiarism while studying at Oxford: report",Prime Minister Mark Carney is embroiled in controversy after a Canadian news outlet discovered at least 10 instances of possible plagiarism in his 1995 Oxford t...,foxnews.com,2025-03-30T02:42:49.000000Z
Trump holds 'extremely productive call' with Canadian prime minister: 'We agree on many things',"President Donald Trump said he held an ""extremely productive call"" with Canadian Prime Minister Mark Carney on Friday.",foxnews.com,2025-03-28T16:08:46.000000Z
Mark Carney wins Liberal Party nomination to replace Trudeau as Canada's next PM,The Liberal Party's new leader Mark Carney is expected to call a general election for late April or early May where he will go up against Conservative leader Pi...,foxnews.com,2025-03-09T23:00:40.000000Z
Trump critic Mark Carney poised to replace Trudeau as Canada's prime minister,Strong support from Liberal parliamentarians and a strong showing in the polls have made Mark Carney the frontrunner in Canada's Liberal leadership race.,foxnews.com,2025-03-09T15:39:44.000000Z
Canada’s new PM and Trump critic Mark Carney accused of being out of touch with the 'common man’,Carney is a former Goldman Sachs banker and UN special envoy for climate action and finance,foxnews.com,2025-03-15T9:51:44.000000Z
